id,created_at,updated_at,deleted_at,team_id,week,year,league_id,expected_wins,weekly_expected_wins,expected_losses,weekly_expected_losses,actual_wins,actual_losses,weekly_actual_win,win_luck,strength_of_schedule,weekly_win_probability,team_score,opponent_score,opponent_team_id,point_differential
1101008586383851521,2025-08-24 21:39:15.445739+00,2025-08-24 21:39:15.445739+00,,1094730560272891905,11,2023,345674,6.550,0.333,4.451,0.667,6,5,t,5.332,0.45455,0.33260,126.90,111.66,1094730564354113537,15.24
1101008587284348929,2025-08-24 21:39:15.721837+00,2025-08-24 21:39:15.721837+00,,1094730559831605249,11,2023,345674,4.225,0.887,6.775,0.113,4,7,f,4.000,0.63636,0.88690,137.24,139.54,1094730558715527169,-2.30
1101008588359467009,2025-08-24 21:39:16.04888+00,2025-08-24 21:39:16.04888+00,,1094730559239651329,11,2023,345674,5.778,0.780,5.222,0.220,4,7,t,3.562,0.63636,0.78030,134.58,133.18,1094730562427092993,1.40
1101008589404405761,2025-08-24 21:39:16.369725+00,2025-08-24 21:39:16.369725+00,,1094730562427092993,11,2023,345674,5.115,0.669,5.886,0.331,4,7,f,3.553,0.63636,0.66870,133.18,134.58,1094730559239651329,-1.40
1101008590430896129,2025-08-24 21:39:16.681369+00,2025-08-24 21:39:16.681369+00,,1094730561944420353,11,2023,345674,4.676,0.220,6.325,0.780,6,5,f,5.347,0.45455,0.22040,125.80,132.06,1094730560901054465,-6.26
1101008591826485249,2025-08-24 21:39:17.10746+00,2025-08-24 21:39:17.10746+00,,1094730558067343361,12,2023,345674,8.431,0.563,3.570,0.437,9,3,t,7.997,0.25000,0.56320,143.04,133.98,1094730558715527169,9.06
1101008592725344257,2025-08-24 21:39:17.382166+00,2025-08-24 21:39:17.382166+00,,1094730561517977601,12,2023,345674,4.340,0.000,7.660,1.000,4,8,f,4.000,0.66667,0.00000,89.58,146.24,1094730559239651329,-56.66
1101008593821827073,2025-08-24 21:39:17.716425+00,2025-08-24 21:39:17.716425+00,,1094730560901054465,12,2023,345674,6.998,0.891,5.004,0.109,9,3,t,8.011,0.25000,0.89070,198.86,115.90,1094730559831605249,82.96
1101008594926796801,2025-08-24 21:39:18.05317+00,2025-08-24 21:39:18.05317+00,,1094730558715527169,12,2023,345674,6.232,0.342,5.768,0.658,5,7,f,4.456,0.58333,0.34190,133.98,143.04,1094730558067343361,-9.06
1101008595858292737,2025-08-24 21:39:18.337674+00,2025-08-24 21:39:18.337674+00,,1094730564354113537,12,2023,345674,5.228,0.782,6.772,0.218,7,5,t,7.000,0.41667,0.78220,161.74,108.24,1094730562427092993,53.50
1101008597099020289,2025-08-24 21:39:18.716991+00,2025-08-24 21:39:18.716991+00,,1094730560272891905,12,2023,345674,7.550,1.000,4.451,0.000,7,5,t,6.233,0.41667,1.00000,200.30,140.78,1094730561944420353,59.52
1101008598469345281,2025-08-24 21:39:19.135267+00,2025-08-24 21:39:19.135267+00,,1094730559831605249,12,2023,345674,4.444,0.219,7.556,0.781,4,8,f,3.572,0.66667,0.21900,115.90,198.86,1094730560901054465,-82.96
1101008599577362433,2025-08-24 21:39:19.472284+00,2025-08-24 21:39:19.472284+00,,1094730559239651329,12,2023,345674,6.449,0.671,5.551,0.329,5,7,t,4.442,0.58333,0.67120,146.24,89.58,1094730561517977601,56.66
1101008600626921473,2025-08-24 21:39:19.793287+00,2025-08-24 21:39:19.793287+00,,1094730562427092993,12,2023,345674,5.229,0.114,6.773,0.887,4,8,f,3.560,0.66667,0.11350,108.24,161.74,1094730564354113537,-53.50
1101008601671073793,2025-08-24 21:39:20.110945+00,2025-08-24 21:39:20.110945+00,,1094730561944420353,12,2023,345674,5.119,0.443,6.882,0.557,6,6,f,5.339,0.50000,0.44270,140.78,200.30,1094730560272891905,-59.52
1101008603089272833,2025-08-24 21:39:20.539143+00,2025-08-24 21:39:20.539143+00,,1094730558067343361,13,2023,345674,9.209,0.778,3.792,0.222,10,3,t,8.888,0.23077,0.77800,166.16,145.06,1094730559831605249,21.10
1101008604240805889,2025-08-24 21:39:20.89143+00,2025-08-24 21:39:20.89143+00,,1094730561517977601,13,2023,345674,4.453,0.113,8.547,0.887,4,9,f,3.564,0.69231,0.11290,104.50,136.56,1094730564354113537,-32.06
1101008605332242433,2025-08-24 21:39:21.228433+00,2025-08-24 21:39:21.228433+00,,1094730560901054465,13,2023,345674,7.663,0.665,5.339,0.335,9,4,f,7.993,0.30769,0.66510,165.64,196.62,1094730560272891905,-30.98
1101008606476238849,2025-08-24 21:39:21.568723+00,2025-08-24 21:39:21.568723+00,,1094730558715527169,13,2023,345674,6.232,0.000,6.768,1.000,5,8,f,4.439,0.61538,0.00000,99.96,127.80,1094730559239651329,-27.84
1101008607642877953,2025-08-24 21:39:21.925444+00,2025-08-24 21:39:21.925444+00,,1094730564354113537,13,2023,345674,5.567,0.339,7.433,0.661,8,5,t,7.112,0.38462,0.33930,136.56,104.50,1094730561517977601,32.06
1101008608814628865,2025-08-24 21:39:22.291618+00,2025-08-24 21:39:22.291618+00,,1094730560272891905,13,2023,345674,8.550,1.000,4.451,0.000,8,5,t,7.107,0.38462,1.00000,196.62,165.64,1094730560901054465,30.98
1101008609913405441,2025-08-24 21:39:22.626524+00,2025-08-24 21:39:22.626524+00,,1094730559831605249,13,2023,345674,4.892,0.448,8.108,0.552,4,9,f,3.554,0.69231,0.44810,145.06,166.16,1094730558067343361,-21.10
1101008611141156865,2025-08-24 21:39:22.993367+00,2025-08-24 21:39:22.993367+00,,1094730559239651329,13,2023,345674,6.673,0.224,6.327,0.776,6,7,t,5.337,0.53846,0.22360,127.80,99.96,1094730558715527169,27.84
1101008612391223297,2025-08-24 21:39:23.382968+00,2025-08-24 21:39:23.382968+00,,1094730562427092993,13,2023,345674,6.119,0.890,6.883,0.110,5,8,t,4.439,0.61538,0.88980,169.20,160.00,1094730561944420353,9.20
1101008613550587905,2025-08-24 21:39:23.726433+00,2025-08-24 21:39:23.726433+00,,1094730561944420353,13,2023,345674,5.675,0.556,7.326,0.444,6,7,f,5.334,0.53846,0.55570,160.00,169.20,1094730562427092993,-9.20
1101008614966165505,2025-08-24 21:39:24.169275+00,2025-08-24 21:39:24.169275+00,,1094730558067343361,14,2023,345674,9.308,0.099,4.693,0.901,10,4,f,8.889,0.28571,0.09920,113.00,187.46,1094730564354113537,-74.46
1101008616411594753,2025-08-24 21:39:24.60953+00,2025-08-24 21:39:24.60953+00,,1094730561517977601,14,2023,345674,4.786,0.333,9.214,0.667,4,10,f,3.558,0.71429,0.33320,121.08,141.64,1094730560901054465,-20.56
1101008617754722305,2025-08-24 21:39:25.019089+00,2025-08-24 21:39:25.019089+00,,1094730560901054465,14,2023,345674,8.338,0.675,5.664,0.325,10,4,t,8.869,0.28571,0.67540,141.64,121.08,1094730561517977601,20.56
1101008618888036353,2025-08-24 21:39:25.359938+00,2025-08-24 21:39:25.359938+00,,1094730558715527169,14,2023,345674,7.004,0.772,6.996,0.228,6,8,t,5.347,0.57143,0.77220,143.32,132.66,1094730560272891905,10.66
1101008619951357953,2025-08-24 21:39:25.690037+00,2025-08-24 21:39:25.690037+00,,1094730564354113537,14,2023,345674,6.567,1.000,7.433,0.000,9,5,t,7.988,0.35714,1.00000,187.46,113.00,1094730558067343361,74.46
1101008621171834881,2025-08-24 21:39:26.064337+00,2025-08-24 21:39:26.064337+00,,1094730560272891905,14,2023,345674,9.109,0.559,4.892,0.441,8,6,f,7.109,0.42857,0.55870,132.66,143.32,1094730558715527169,-10.66
1101008622266023937,2025-08-24 21:39:26.398818+00,2025-08-24 21:39:26.398818+00,,1094730559831605249,14,2023,345674,5.782,0.890,8.218,0.110,5,9,t,4.444,0.64286,0.88990,173.28,107.88,1094730562427092993,65.40
1101008623371485185,2025-08-24 21:39:26.733597+00,2025-08-24 21:39:26.733597+00,,1094730559239651329,14,2023,345674,6.894,0.221,7.106,0.779,6,8,f,5.339,0.57143,0.22090,113.54,123.90,1094730561944420353,-10.36
1101008625009098753,2025-08-24 21:39:27.234175+00,2025-08-24 21:39:27.234175+00,,1094730562427092993,14,2023,345674,6.119,0.000,7.883,1.000,5,9,f,4.443,0.64286,0.00000,107.88,173.28,1094730559831605249,-65.40
1101008626119114753,2025-08-24 21:39:27.572443+00,2025-08-24 21:39:27.572443+00,,1094730561944420353,14,2023,345674,6.119,0.444,7.882,0.556,7,7,t,6.224,0.50000,0.44440,123.90,113.54,1094730559239651329,10.36
1101008738934423553,2025-08-24 21:40:01.966596+00,2025-08-24 21:40:01.966596+00,,1094730558067343361,1,2022,345674,0.886,0.886,0.114,0.114,0,1,f,0.000,1.00000,0.88610,153.38,158.64,1094730559239651329,-5.26
1101008739553148929,2025-08-24 21:40:02.183696+00,2025-08-24 21:40:02.183696+00,,1094730561517977601,1,2022,345674,0.779,0.779,0.221,0.221,1,0,t,0.000,0.00000,0.77890,151.50,118.92,1094730559831605249,32.58
1101008740184031233,2025-08-24 21:40:02.381014+00,2025-08-24 21:40:02.381014+00,,1094730560901054465,1,2022,345674,0.663,0.663,0.337,0.337,1,0,t,0.000,0.00000,0.66310,143.28,134.86,1094730562427092993,8.42
1101008740831133697,2025-08-24 21:40:02.578348+00,2025-08-24 21:40:02.578348+00,,1094730558715527169,1,2022,345674,0.000,0.000,1.000,1.000,0,1,f,0.000,1.00000,0.00000,113.58,139.82,1094730560272891905,-26.24
1101008741480890369,2025-08-24 21:40:02.781221+00,2025-08-24 21:40:02.781221+00,,1094730564354113537,1,2022,345674,0.446,0.446,0.554,0.554,1,0,t,0.000,0.00000,0.44620,137.50,116.42,1094730561944420353,21.08
1101008742231900161,2025-08-24 21:40:03.000921+00,2025-08-24 21:40:03.000921+00,,1094730560272891905,1,2022,345674,0.560,0.560,0.440,0.440,1,0,t,0.000,0.00000,0.55970,139.82,113.58,1094730558715527169,26.24
1101008742933168129,2025-08-24 21:40:03.206134+00,2025-08-24 21:40:03.206134+00,,1094730559831605249,1,2022,345674,0.223,0.223,0.777,0.777,0,1,f,0.000,1.00000,0.22340,118.92,151.50,1094730561517977601,-32.58
1101008743744503809,2025-08-24 21:40:03.468973+00,2025-08-24 21:40:03.468973+00,,1094730559239651329,1,2022,345674,1.000,1.000,0.000,0.000,1,0,t,0.000,0.00000,1.00000,158.64,153.38,1094730558067343361,5.26
1101008744369192961,2025-08-24 21:40:03.665889+00,2025-08-24 21:40:03.665889+00,,1094730562427092993,1,2022,345674,0.338,0.338,0.662,0.662,0,1,f,0.000,1.00000,0.33780,134.86,143.28,1094730560901054465,-8.42
1101008745006563329,2025-08-24 21:40:03.853204+00,2025-08-24 21:40:03.853204+00,,1094730561944420353,1,2022,345674,0.102,0.102,0.898,0.898,0,1,f,0.000,1.00000,0.10190,116.42,137.50,1094730564354113537,-21.08
1101008746267017217,2025-08-24 21:40:04.238978+00,2025-08-24 21:40:04.238978+00,,1094730558067343361,2,2022,345674,1.667,0.781,0.333,0.219,1,1,t,1.000,0.50000,0.78100,166.70,112.08,1094730561517977601,54.62
1101008747083464705,2025-08-24 21:40:04.490892+00,2025-08-24 21:40:04.490892+00,,1094730561517977601,2,2022,345674,1.113,0.334,0.887,0.666,1,1,f,1.000,0.50000,0.33430,112.08,166.70,1094730558067343361,-54.62
1101008747960729601,2025-08-24 21:40:04.755265+00,2025-08-24 21:40:04.755265+00,,1094730560901054465,2,2022,345674,1.107,0.444,0.893,0.556,1,1,f,1.000,0.50000,0.44400,124.42,204.34,1094730564354113537,-79.92
1101008748828688385,2025-08-24 21:40:05.020428+00,2025-08-24 21:40:05.020428+00,,1094730558715527169,2,2022,345674,0.564,0.564,1.436,0.436,0,2,f,0.000,1.00000,0.56390,143.92,201.20,1094730559831605249,-57.28
1101008749718831105,2025-08-24 21:40:05.293009+00,2025-08-24 21:40:05.293009+00,,1094730564354113537,2,2022,345674,1.446,1.000,0.554,0.000,2,0,t,2.000,0.00000,1.00000,204.34,124.42,1094730560901054465,79.92
1101008750728380417,2025-08-24 21:40:05.599449+00,2025-08-24 21:40:05.599449+00,,1094730560272891905,2,2022,345674,1.229,0.669,0.771,0.331,2,0,t,2.000,0.00000,0.66920,165.54,106.32,1094730562427092993,59.22
1101008751610822657,2025-08-24 21:40:05.868503+00,2025-08-24 21:40:05.868503+00,,1094730559831605249,2,2022,345674,1.114,0.891,0.886,0.109,1,1,t,1.000,0.50000,0.89120,201.20,143.92,1094730558715527169,57.28
1101008752464199681,2025-08-24 21:40:06.133176+00,2025-08-24 21:40:06.133176+00,,1094730559239651329,2,2022,345674,1.000,0.000,1.000,1.000,1,1,f,1.000,0.50000,0.00000,84.04,85.70,1094730561944420353,-1.66
1101008753379540993,2025-08-24 21:40:06.412504+00,2025-08-24 21:40:06.412504+00,,1094730562427092993,2,2022,345674,0.561,0.223,1.439,0.777,0,2,f,0.000,1.00000,0.22310,106.32,165.54,1094730560272891905,-59.22
1101008754287837185,2025-08-24 21:40:06.681174+00,2025-08-24 21:40:06.681174+00,,1094730561944420353,2,2022,345674,0.212,0.110,1.788,0.890,1,1,t,1.000,0.50000,0.11010,85.70,84.04,1094730559239651329,1.66
1101008755511230465,2025-08-24 21:40:07.058929+00,2025-08-24 21:40:07.058929+00,,1094730558067343361,3,2022,345674,1.777,0.110,1.223,0.890,1,2,f,0.674,0.66667,0.11020,103.14,130.74,1094730558715527169,-27.60
1101008757018722305,2025-08-24 21:40:07.519343+00,2025-08-24 21:40:07.519343+00,,1094730561517977601,3,2022,345674,1.342,0.229,1.658,0.771,1,2,f,0.658,0.66667,0.22880,107.90,125.36,1094730559239651329,-17.46
1101008757994323969,2025-08-24 21:40:07.816819+00,2025-08-24 21:40:07.816819+00,,1094730560901054465,3,2022,345674,1.659,0.552,1.341,0.448,2,1,t,1.335,0.33333,0.55190,125.82,121.68,1094730561944420353,4.14
1101008758921363457,2025-08-24 21:40:08.103819+00,2025-08-24 21:40:08.103819+00,,1094730558715527169,3,2022,345674,1.231,0.667,1.769,0.333,1,2,t,0.662,0.66667,0.66700,130.74,103.14,1094730558067343361,27.60
1101008759879237633,2025-08-24 21:40:08.387264+00,2025-08-24 21:40:08.387264+00,,1094730564354113537,3,2022,345674,2.332,0.886,0.668,0.114,2,1,f,1.325,0.33333,0.88620,138.60,143.32,1094730560272891905,-4.72
1101008761014747137,2025-08-24 21:40:08.729849+00,2025-08-24 21:40:08.729849+00,,1094730560272891905,3,2022,345674,2.229,1.000,0.771,0.000,3,0,t,2.002,0.00000,1.00000,143.32,138.60,1094730564354113537,4.72
1101008761941655553,2025-08-24 21:40:09.021187+00,2025-08-24 21:40:09.021187+00,,1094730559831605249,3,2022,345674,1.891,0.777,1.109,0.223,2,1,t,1.334,0.33333,0.77660,138.28,100.24,1094730562427092993,38.04
1101008762902315009,2025-08-24 21:40:09.314787+00,2025-08-24 21:40:09.314787+00,,1094730559239651329,3,2022,345674,1.450,0.450,1.550,0.550,2,1,t,1.340,0.33333,0.44990,125.36,107.90,1094730561517977601,17.46
1101008763862876161,2025-08-24 21:40:09.59969+00,2025-08-24 21:40:09.59969+00,,1094730562427092993,3,2022,345674,0.561,0.000,2.439,1.000,0,3,f,0.000,1.00000,0.00000,100.24,138.28,1094730559831605249,-38.04
1101008764834021377,2025-08-24 21:40:09.896778+00,2025-08-24 21:40:09.896778+00,,1094730561944420353,3,2022,345674,0.545,0.333,2.455,0.667,1,2,f,0.668,0.66667,0.33310,121.68,125.82,1094730560901054465,-4.14
1101008766042669057,2025-08-24 21:40:10.273197+00,2025-08-24 21:40:10.273197+00,,1094730558067343361,4,2022,345674,2.452,0.675,1.548,0.325,2,2,t,2.000,0.50000,0.67480,144.22,122.36,1094730559831605249,21.86
1101008766964006913,2025-08-24 21:40:10.555+00,2025-08-24 21:40:10.555+00,,1094730561517977601,4,2022,345674,2.122,0.780,1.878,0.220,2,2,t,2.000,0.50000,0.78030,166.58,98.14,1094730560901054465,68.44
1101008767802540033,2025-08-24 21:40:10.808749+00,2025-08-24 21:40:10.808749+00,,1094730560901054465,4,2022,345674,1.659,0.000,2.341,1.000,2,2,f,2.000,0.50000,0.00000,98.14,166.58,1094730561517977601,-68.44
1101008768728858625,2025-08-24 21:40:11.094191+00,2025-08-24 21:40:11.094191+00,,1094730558715527169,4,2022,345674,2.124,0.893,1.876,0.107,2,2,t,2.000,0.50000,0.89320,185.16,129.22,1094730559239651329,55.94
1101008770360115201,2025-08-24 21:40:11.586256+00,2025-08-24 21:40:11.586256+00,,1094730564354113537,4,2022,345674,3.332,1.000,0.668,0.000,3,1,t,3.000,0.25000,1.00000,190.70,116.58,1094730562427092993,74.12
1101008771403874305,2025-08-24 21:40:11.910143+00,2025-08-24 21:40:11.910143+00,,1094730560272891905,4,2022,345674,2.342,0.113,1.658,0.887,3,1,f,3.000,0.25000,0.11300,104.10,125.56,1094730561944420353,-21.46
1101008772257153025,2025-08-24 21:40:12.173892+00,2025-08-24 21:40:12.173892+00,,1094730559831605249,4,2022,345674,2.224,0.333,1.776,0.667,2,2,f,2.000,0.50000,0.33270,122.36,144.22,1094730558067343361,-21.86
1101008773205065729,2025-08-24 21:40:12.452882+00,2025-08-24 21:40:12.452882+00,,1094730559239651329,4,2022,345674,2.004,0.554,1.996,0.446,2,2,f,2.000,0.50000,0.55390,129.22,185.16,1094730558715527169,-55.94
1101008774166609921,2025-08-24 21:40:12.747712+00,2025-08-24 21:40:12.747712+00,,1094730562427092993,4,2022,345674,0.788,0.227,3.212,0.773,0,4,f,0.000,1.00000,0.22720,116.58,190.70,1094730564354113537,-74.12
1101008775063961601,2025-08-24 21:40:13.016489+00,2025-08-24 21:40:13.016489+00,,1094730561944420353,4,2022,345674,0.987,0.442,3.013,0.558,2,2,t,2.000,0.50000,0.44240,125.56,104.10,1094730560272891905,21.46
1101008776289943553,2025-08-24 21:40:13.40008+00,2025-08-24 21:40:13.40008+00,,1094730558067343361,5,2022,345674,2.452,0.000,2.548,1.000,2,3,f,1.601,0.60000,0.00000,108.84,161.04,1094730564354113537,-52.20
1101008777208725505,2025-08-24 21:40:13.684794+00,2025-08-24 21:40:13.684794+00,,1094730561517977601,5,2022,345674,2.571,0.449,2.429,0.551,3,2,t,2.395,0.40000,0.44860,137.04,131.98,1094730558715527169,5.06
1101008778125737985,2025-08-24 21:40:13.964372+00,2025-08-24 21:40:13.964372+00,,1094730560901054465,5,2022,345674,1.766,0.107,3.234,0.893,2,3,f,1.595,0.60000,0.10690,109.18,160.94,1094730560272891905,-51.76
1101008779084267521,2025-08-24 21:40:14.257139+00,2025-08-24 21:40:14.257139+00,,1094730558715527169,5,2022,345674,2.466,0.342,2.534,0.658,2,3,f,1.592,0.60000,0.34210,131.98,137.04,1094730561517977601,-5.06
1101008780003901441,2025-08-24 21:40:14.535467+00,2025-08-24 21:40:14.535467+00,,1094730564354113537,5,2022,345674,4.221,0.889,0.779,0.111,4,1,t,3.197,0.20000,0.88910,161.04,108.84,1094730558067343361,52.20
1101008781020659713,2025-08-24 21:40:14.84525+00,2025-08-24 21:40:14.84525+00,,1094730560272891905,5,2022,345674,3.114,0.772,1.886,0.228,4,1,t,3.211,0.20000,0.77230,160.94,109.18,1094730560901054465,51.76
1101008781933019137,2025-08-24 21:40:15.124072+00,2025-08-24 21:40:15.124072+00,,1094730559831605249,5,2022,345674,2.896,0.672,2.105,0.329,2,3,f,1.591,0.60000,0.67150,155.62,164.42,1094730559239651329,-8.80
1101008783316451329,2025-08-24 21:40:15.543949+00,2025-08-24 21:40:15.543949+00,,1094730559239651329,5,2022,345674,3.004,1.000,1.996,0.000,3,2,t,2.398,0.40000,1.00000,164.42,155.62,1094730559831605249,8.80
1101008784244867073,2025-08-24 21:40:15.828224+00,2025-08-24 21:40:15.828224+00,,1094730562427092993,5,2022,345674,1.016,0.228,3.984,0.772,0,5,f,0.000,1.00000,0.22830,131.58,152.84,1094730561944420353,-21.26
1101008785174003713,2025-08-24 21:40:16.112221+00,2025-08-24 21:40:16.112221+00,,1094730561944420353,5,2022,345674,1.538,0.551,3.462,0.449,3,2,t,2.396,0.40000,0.55120,152.84,131.58,1094730562427092993,21.26
1101008786279956481,2025-08-24 21:40:16.452878+00,2025-08-24 21:40:16.452878+00,,1094730558067343361,6,2022,345674,3.336,0.884,2.664,0.116,3,3,t,3.000,0.50000,0.88380,144.20,116.64,1094730560901054465,27.56
1101008787142606849,2025-08-24 21:40:16.712017+00,2025-08-24 21:40:16.712017+00,,1094730561517977601,6,2022,345674,2.571,0.000,3.429,1.000,3,3,f,3.000,0.50000,0.00000,89.00,104.64,1094730562427092993,-15.64
1101008788017250305,2025-08-24 21:40:16.97738+00,2025-08-24 21:40:16.97738+00,,1094730560901054465,6,2022,345674,1.984,0.218,4.017,0.783,2,4,f,2.000,0.66667,0.21750,116.64,144.20,1094730558067343361,-27.56
1101008788899692545,2025-08-24 21:40:17.248687+00,2025-08-24 21:40:17.248687+00,,1094730558715527169,6,2022,345674,3.023,0.557,2.977,0.443,2,4,f,2.000,0.66667,0.55740,118.88,165.26,1094730564354113537,-46.38
1101008789843312641,2025-08-24 21:40:17.53752+00,2025-08-24 21:40:17.53752+00,,1094730564354113537,6,2022,345674,5.221,1.000,0.779,0.000,5,1,t,5.000,0.16667,1.00000,165.26,118.88,1094730558715527169,46.38
1101008790807674881,2025-08-24 21:40:17.832983+00,2025-08-24 21:40:17.832983+00,,1094730560272891905,6,2022,345674,3.893,0.779,2.107,0.221,5,1,t,5.000,0.16667,0.77920,124.72,117.48,1094730559239651329,7.24
1101008791675633665,2025-08-24 21:40:18.096144+00,2025-08-24 21:40:18.096144+00,,1094730559831605249,6,2022,345674,3.341,0.445,2.660,0.555,2,4,f,2.000,0.66667,0.44500,118.76,123.56,1094730561944420353,-4.80
1101008792545787905,2025-08-24 21:40:18.364857+00,2025-08-24 21:40:18.364857+00,,1094730559239651329,6,2022,345674,3.339,0.335,2.661,0.665,3,3,f,3.000,0.50000,0.33470,117.48,124.72,1094730560272891905,-7.24
1101008793430654977,2025-08-24 21:40:18.635215+00,2025-08-24 21:40:18.635215+00,,1094730562427092993,6,2022,345674,1.129,0.113,4.871,0.887,1,5,t,1.000,0.83333,0.11310,104.64,89.00,1094730561517977601,15.64
1101008794297630721,2025-08-24 21:40:18.895867+00,2025-08-24 21:40:18.895867+00,,1094730561944420353,6,2022,345674,2.208,0.670,3.792,0.330,4,2,t,4.000,0.33333,0.66960,123.56,118.76,1094730559831605249,4.80
1101008795685847041,2025-08-24 21:40:19.306549+00,2025-08-24 21:40:19.306549+00,,1094730558067343361,7,2022,345674,4.336,1.000,2.664,0.000,4,3,t,3.432,0.42857,1.00000,173.08,104.84,1094730562427092993,68.24
1101008796845506561,2025-08-24 21:40:19.676819+00,2025-08-24 21:40:19.676819+00,,1094730561517977601,7,2022,345674,3.121,0.550,3.879,0.450,4,3,t,3.444,0.42857,0.55040,123.66,107.02,1094730561944420353,16.64
1101008797862723585,2025-08-24 21:40:19.9877+00,2025-08-24 21:40:19.9877+00,,1094730560901054465,7,2022,345674,2.423,0.439,4.578,0.561,3,4,t,2.567,0.57143,0.43880,120.34,119.02,1094730558715527169,1.32
1101008798885412865,2025-08-24 21:40:20.296097+00,2025-08-24 21:40:20.296097+00,,1094730558715527169,7,2022,345674,3.353,0.330,3.647,0.670,2,5,f,1.713,0.71429,0.33020,119.02,120.34,1094730560901054465,-1.32
1101008799801671681,2025-08-24 21:40:20.577524+00,2025-08-24 21:40:20.577524+00,,1094730564354113537,7,2022,345674,6.108,0.887,0.892,0.113,6,1,t,5.147,0.14286,0.88710,140.22,136.78,1094730559239651329,3.44
1101008800846217217,2025-08-24 21:40:20.89751+00,2025-08-24 21:40:20.89751+00,,1094730560272891905,7,2022,345674,4.561,0.668,2.439,0.332,6,1,t,5.145,0.14286,0.66830,136.48,113.28,1094730559831605249,23.20
1101008801944010753,2025-08-24 21:40:21.222385+00,2025-08-24 21:40:21.222385+00,,1094730559831605249,7,2022,345674,3.560,0.219,3.441,0.781,2,5,f,1.711,0.71429,0.21930,113.28,136.48,1094730560272891905,-23.20
1101008802919448577,2025-08-24 21:40:21.522142+00,2025-08-24 21:40:21.522142+00,,1094730559239651329,7,2022,345674,4.124,0.785,2.876,0.215,3,4,f,2.574,0.57143,0.78500,136.78,140.22,1094730564354113537,-3.44
1101008803923296257,2025-08-24 21:40:21.827598+00,2025-08-24 21:40:21.827598+00,,1094730562427092993,7,2022,345674,1.129,0.000,5.871,1.000,1,6,f,0.856,0.85714,0.00000,104.84,173.08,1094730558067343361,-68.24
1101008805052874753,2025-08-24 21:40:22.170467+00,2025-08-24 21:40:22.170467+00,,1094730561944420353,7,2022,345674,2.320,0.112,4.680,0.888,4,3,f,3.413,0.42857,0.11180,107.02,123.66,1094730561517977601,-16.64
1101008806292848641,2025-08-24 21:40:22.555874+00,2025-08-24 21:40:22.555874+00,,1094730558067343361,8,2022,345674,5.117,0.781,2.883,0.219,4,4,f,4.000,0.50000,0.78130,180.02,187.16,1094730561944420353,-7.14
1101008807269629953,2025-08-24 21:40:22.855155+00,2025-08-24 21:40:22.855155+00,,1094730561517977601,8,2022,345674,3.121,0.000,4.879,1.000,4,4,f,4.000,0.50000,0.00000,94.70,126.96,1094730560272891905,-32.26
1101008808198209537,2025-08-24 21:40:23.137587+00,2025-08-24 21:40:23.137587+00,,1094730560901054465,8,2022,345674,3.090,0.667,4.912,0.334,4,4,t,4.000,0.50000,0.66650,162.28,126.32,1094730559239651329,35.96
1101008809476816897,2025-08-24 21:40:23.523532+00,2025-08-24 21:40:23.523532+00,,1094730558715527169,8,2022,345674,4.353,1.000,3.647,0.000,3,5,t,3.000,0.62500,1.00000,203.54,129.32,1094730562427092993,74.22
1101008810570350593,2025-08-24 21:40:23.852415+00,2025-08-24 21:40:23.852415+00,,1094730564354113537,8,2022,345674,6.555,0.448,1.445,0.553,6,2,f,6.000,0.25000,0.44750,140.30,161.20,1094730559831605249,-20.90
1101008811695276033,2025-08-24 21:40:24.203303+00,2025-08-24 21:40:24.203303+00,,1094730560272891905,8,2022,345674,4.781,0.220,3.219,0.780,7,1,t,7.000,0.12500,0.22030,126.96,94.70,1094730561517977601,32.26
1101008812716359681,2025-08-24 21:40:24.511992+00,2025-08-24 21:40:24.511992+00,,1094730559831605249,8,2022,345674,4.108,0.548,3.893,0.452,3,5,t,3.000,0.62500,0.54780,161.20,140.30,1094730564354113537,20.90
1101008813828014081,2025-08-24 21:40:24.845962+00,2025-08-24 21:40:24.845962+00,,1094730559239651329,8,2022,345674,4.228,0.104,3.772,0.896,3,5,f,3.000,0.62500,0.10410,126.32,162.28,1094730560901054465,-35.96
1101008814819540993,2025-08-24 21:40:25.146721+00,2025-08-24 21:40:25.146721+00,,1094730562427092993,8,2022,345674,1.465,0.336,6.535,0.664,1,7,f,1.000,0.87500,0.33620,129.32,203.54,1094730558715527169,-74.22
1101008815995781121,2025-08-24 21:40:25.516123+00,2025-08-24 21:40:25.516123+00,,1094730561944420353,8,2022,345674,3.212,0.892,4.788,0.108,5,3,t,5.000,0.37500,0.89200,187.16,180.02,1094730558067343361,7.14
1101008817324589057,2025-08-24 21:40:25.926116+00,2025-08-24 21:40:25.926116+00,,1094730558067343361,9,2022,345674,6.117,1.000,2.883,0.000,5,4,t,4.442,0.44444,1.00000,193.58,106.46,1094730560272891905,87.12
1101008818272960513,2025-08-24 21:40:26.216455+00,2025-08-24 21:40:26.216455+00,,1094730561517977601,9,2022,345674,3.564,0.443,5.436,0.557,5,4,t,5.000,0.44444,0.44340,135.34,128.42,1094730558715527169,6.92
1101008819115130881,2025-08-24 21:40:26.473321+00,2025-08-24 21:40:26.473321+00,,1094730560901054465,9,2022,345674,3.317,0.227,5.685,0.773,5,4,t,5.000,0.44444,0.22700,119.26,93.68,1094730562427092993,25.58
